"plotLon","plotLat","temp","prec","therm","deficit","moisture","soil","elev"
"61521629010478_ereg_232",-81.5146,32.9897,16.078,1154.635,521.006,2999.505,0,"AlfInc",24.4601230621338
"61541064010478_ereg_231",-85.2068,34.584,12.06,1392.71,1391.855,1583.969,-0.003,"AlfInc",267.176727294922
"61557618010478_ereg_231",-83.8371,33.9454,14.602,1237.906,1056.705,2335.871,-0.147,"UltKan",296.513519287109
"61558872010478_ereg_231",-83.0852,33.3563,13.755,1133.455,941.994,2133.403,0.082,"UltKan",144.705596923828
"61558945010478_ereg_231",-85.3416,33.8406,12.955,1341.335,1033.899,2095.747,-0.621,"Others",359.732391357422
"61565963010478_ereg_231",-84.2058,32.9985,14.223,1194.741,1000.288,2179.968,0.551,"UltKan",259.099273681641
"61572669010478_ereg_M221",-83.8672,34.9766,11.578,1374.106,1234.909,1767.826,0.031,"UltKan",550.526977539062
"61574668010478_ereg_232",-83.5392,32.7222,15.53,1140.743,443.416,2987.057,0,"EntVert",97.5119247436523
"61576517010478_ereg_231",-84.2757,32.769,14.273,1196.041,912.005,2427.558,-0.356,"AlfInc",132.553649902344
"61576585010478_ereg_231",-85.4322,34.713,11.555,1401.022,930.969,2130.992,-0.101,"Others",265.132629394531
"61581255010478_ereg_232",-82.9356,32.782,14.192,1144.893,910.104,2338.148,-0.409,"Others",80.9879684448242
"61587368010478_ereg_231",-82.5898,33.6509,13.685,1127.984,596.804,2654.707,0.049,"Others",135.962127685547
"61587465010478_ereg_231",-82.7508,33.7857,12.793,1134.612,1366.009,1874.844,0.222,"UltKan",155.951812744141
"61588587010478_ereg_232",-83.147,32.9671,14.34,1142.459,922.489,2323.085,1,"AlfInc",73.8102416992188
"61589629010478_ereg_232",-83.8346,31.5913,16.325,1203.448,471.124,2964.414,0,"Others",128.142547607422
"61602560010478_ereg_232",-83.3511,30.8667,17.71,1256.869,1044.128,2491.397,0,"EntVert",55.9421615600586
"61602679010478_ereg_232",-83.2692,30.8283,17.74,1257.606,1043.667,2491.951,0.001,"Others",64.1413955688477
"61603634010478_ereg_M221",-84.0192,34.6336,11.715,1647.012,1286.785,1689.515,-0.549,"Others",558.659484863281
"61607900010478_ereg_231",-84.7819,33.0076,13.495,1232.03,584.071,2690.103,0.5,"UltKan",245.778076171875
"61611263010478_ereg_232",-82.5669,31.9979,15.09,1115.725,985.9,2362.413,0.001,"AlfInc",29.6865959167481
"61611510010478_ereg_231",-83.5942,33.6573,13.572,1200.691,789.924,2430.693,0,"Others",181.881591796875
"61612310010478_ereg_M221",-84.6872,34.8562,11.145,1807.145,1990.527,991.628,-0.17,"AlfInc",622.960083007812
"61614889010478_ereg_231",-82.9885,33.9193,12.957,1181.226,1345.292,1888.95,-0.222,"UltKan",186.360321044922
"61616626010478_ereg_232",-82.0724,31.2815,17.483,1259.489,1424.374,2093.853,0.005,"EntVert",15.5495338439941
"61617043010478_ereg_231",-84.472,33.0368,13.388,1208.794,727.762,2503.591,-0.05,"UltKan",226.997100830078
"61617655010478_ereg_231",-84.9946,33.9632,13.075,1299.509,1292.377,1889.307,-0.156,"AlfInc",328.172271728516
"61618049010478_ereg_232",-83.5166,32.3562,15.793,1131.529,450.097,3011.036,-0.097,"Others",93.5904541015625
"61619836010478_ereg_M221",-83.5803,34.8337,11.383,1665.833,1149.031,1579.309,-0.289,"Others",583.889892578125
"61620158010478_ereg_M221",-83.4363,34.9459,10.725,1810.001,1112.53,1506.204,-0.591,"Others",863.472900390625
"61620371010478_ereg_M221",-83.2437,34.974,10.255,1911.02,1072.355,1513.342,-0.517,"AlfInc",714.610412597656
"61620445010478_ereg_M221",-83.2759,34.9165,10.767,1774.311,1129.59,1577.443,1,"Others",620.390625
"61621983010478_ereg_232",-82.1159,33.3103,14.575,1122.524,636.22,2701.649,-0.149,"Others",126.214126586914
"61623814010478_ereg_232",-81.4482,32.8332,16.085,1167.974,792.699,2672.784,0,"AlfInc",17.1445636749268
"61628575010478_ereg_232",-84.4915,32.6054,14.152,1193.098,767.15,2566.27,-0.406,"EntVert",201.026901245117
"61630042010478_ereg_232",-82.0603,31.8584,16.788,1176.964,1023.847,2477.942,-0.438,"AlfInc",18.7884120941162
"61631224010478_ereg_232",-84.3581,32.6309,14.115,1187.207,904.648,2417.198,0.031,"UltKan",180.213424682617
"61631920010478_ereg_232",-83.0488,32.031,16.142,1150.229,462.816,3000.824,0,"Others",73.476432800293
"61632352010478_ereg_232",-82.7647,31.8749,16.407,1130.117,471.992,3000.981,-0.361,"Others",36.0323600769043
"62153651010538_ereg_M211",-71.6334,43.5954,-4.442,1174.886,976.22,970.839,-0.105,"SpodHist",227.628479003906
"62154844010538_ereg_221",-71.3102,43.742,-3.777,1600.938,1544.916,288.069,0.007,"SpodHist",530.95556640625
"62155102010538_ereg_M211",-71.171,44.0376,-3.475,1300.837,839.605,1042.293,0.199,"SpodHist",200.419036865234
"62156128010538_ereg_M211",-72.1571,42.9635,-2.258,1218.146,676.222,1208.35,0.229,"SpodHist",453.230163574219
"62156473010538_ereg_M211",-72.324,43.0449,-2.49,1100.291,984.355,930.518,-0.053,"AlfInc",312.927520751953
"62157976010538_ereg_M211",-71.135,45.1027,-10.197,1423.75,1498.901,0,0.615,"SpodHist",814.319519042969
"62158812010538_ereg_M211",-71.3448,44.375,-11.98,1338.373,1775.883,0,0.088,"SpodHist",696.873779296875
"62159278010538_ereg_M211",-71.3387,44.5802,-6.547,1055.616,1320.008,265.251,0.008,"SpodHist",565.877258300781
"62159832010538_ereg_M211",-71.4225,44.8081,-8.585,1319.078,1652.706,0,-0.427,"SpodHist",494.383758544922
"62160519010538_ereg_M211",-71.8408,44.184,-7.683,1170.047,1597.689,354.912,-0.294,"SpodHist",411.231292724609
"62161219010538_ereg_M211",-71.398,43.9839,-5.295,1416.864,1668.949,0,0.072,"SpodHist",567.079895019531
"62162157010538_ereg_M211",-71.6277,44.1614,-9.75,1777.383,1348.794,0,-0.096,"Others",1084.537109375
"62163883010538_ereg_221",-71.6819,42.8649,-1.707,1191.691,814.597,1345.936,-0.05,"AlfInc",153.670211791992
"62166816010538_ereg_221",-71.1605,43.1055,-0.567,1182.389,686.331,1333.394,0.315,"AlfInc",107.106811523438
"62167694010538_ereg_221",-71.0477,43.4714,-3.61,1189.523,1308.171,679.583,0.269,"SpodHist",187.520141601562
"62168862010538_ereg_M211",-72.3145,43.5145,-4.6,1069.707,1169.312,657.12,0.122,"AlfInc",352.611358642578
"62229921010538_ereg_221",-71.3434,43.355,-3.4,1164.106,1022.142,964.654,0.053,"AlfInc",218.127655029297
"62230080010538_ereg_221",-71.3735,43.5142,-3.19,1283.285,1166.667,635.422,0.584,"SpodHist",605.99560546875
"62230511010538_ereg_221",-71.2983,43.4062,-2.76,1159.012,1223.994,668.59,-0.182,"EntVert",174.618804931641
"62230731010538_ereg_221",-71.4536,43.6782,-4.165,1123.693,1175.235,657.237,0.409,"Others",165.765701293945
"62230840010538_ereg_221",-71.0771,43.9344,-2.822,1294.965,880.397,1074.811,-0.198,"SpodHist",177.231643676758
"62230949010538_ereg_221",-70.9973,43.7852,-3.505,1205.574,670.768,1337.695,-0.12,"SpodHist",127.828033447266
"62231122010538_ereg_221",-71.0147,43.5344,-3.85,1202.851,742.387,1377.175,-0.256,"SpodHist",204.700881958008
"62231243010538_ereg_221",-71.1451,43.8167,-4.127,1225.485,635.267,1378.697,0.061,"SpodHist",160.049819946289
"62231695010538_ereg_221",-71.4282,43.7616,-3.527,1160.82,1209.242,697.45,0.147,"SpodHist",220.099685668945
"62231882010538_ereg_M211",-71.0561,44.1711,-6.827,1284.766,1120.783,658.305,-0.143,"SpodHist",484.250915527344
"62232042010538_ereg_221",-71.1417,43.8686,-4.315,1279.55,859.97,1063.255,0,"SpodHist",200.331420898438
"62232284010538_ereg_M211",-71.2596,44.1767,-4.457,1364.754,1370.793,333.081,0.257,"SpodHist",653.078063964844
"62232460010538_ereg_221",-71.2473,43.7389,-3.85,1516.762,1503.489,337.585,0.376,"SpodHist",570.9658203125
"62232710010538_ereg_M211",-72.0784,42.8324,-2.602,1210.273,1052.94,923.697,-0.282,"SpodHist",355.498596191406
"62233227010538_ereg_M211",-72.055,43.1135,-3.027,1253.845,948.464,952.074,0.158,"SpodHist",467.222747802734
"62233882010538_ereg_M211",-72.3559,42.9813,-3.71,1134.804,1297.643,696.441,-0.298,"SpodHist",259.221832275391
"62234072010538_ereg_M211",-71.1673,45.0192,-9.25,1260.616,1397.344,294.166,-0.395,"SpodHist",557.457885742188
"62234584010538_ereg_M211",-71.3106,45.1455,-10.805,1225.32,1386.278,296.046,-0.149,"SpodHist",626.520690917969
"62234707010538_ereg_M211",-71.3652,45.0577,-10.072,1114.638,1460.724,317.181,0.257,"SpodHist",487.419769287109
"62235231010538_ereg_M211",-71.3829,44.2866,-6.608,1692.623,1585.054,0,0.304,"SpodHist",737.44873046875
"62235442010538_ereg_M211",-71.4762,44.6574,-7.737,1144.978,1453.437,306.558,-0.282,"SpodHist",445.442565917969
"62235569010538_ereg_M211",-71.4333,44.4399,-10.17,1400.18,1467.743,0,0.451,"SpodHist",1104.9560546875
"62235836010538_ereg_M211",-71.5192,44.6178,-9.098,1012.342,546.038,1343.489,0.026,"SpodHist",427.595886230469
"62236129010538_ereg_M211",-71.0491,44.4503,-7.282,1420.35,1605.61,0,-0.192,"SpodHist",677.534545898438
"62236370010538_ereg_M211",-71.2127,44.285,-4.793,1456.677,1300.761,328.955,0.306,"SpodHist",731.922546386719
"62236571010538_ereg_M211",-71.312,44.1344,-5.282,1458.17,1681.282,0,0.257,"SpodHist",840.116638183594
"62236684010538_ereg_M211",-71.0729,44.9567,-9.683,1092.141,629.214,993.058,0.137,"SpodHist",595.278686523438
"62236773010538_ereg_M211",-71.1171,44.8515,-10.008,1084.825,624.714,1002.679,-0.081,"SpodHist",556.9990234375
"62236887010538_ereg_M211",-71.2854,44.6768,-8.693,1082.668,1092.401,664.257,-0.057,"SpodHist",413.372741699219
"62236979010538_ereg_M211",-71.2945,44.4167,-9.692,1510.982,1677.811,0,0.186,"SpodHist",788.521240234375
"62237072010538_ereg_M211",-71.0822,45.169,-10.355,1345.004,1172.459,340.359,0.194,"SpodHist",701.330261230469
"62237345010538_ereg_M211",-71.265,44.9321,-10.83,1274.652,1562.607,0,0.481,"SpodHist",561.852416992188
"62237823010538_ereg_M211",-71.1668,44.6601,-6.133,985.588,787.789,1075.791,-0.026,"SpodHist",365.643524169922
"62237908010538_ereg_M211",-71.8672,43.6471,-3.692,1280.494,1182.72,657.106,0.078,"SpodHist",445.958282470703
"62238479010538_ereg_M211",-72.2766,43.6234,-4.602,998.643,490.521,1652.619,-0.353,"AlfInc",271.641632080078
"62238652010538_ereg_M211",-72.2348,43.675,-2.37,1009.187,495.341,1613.609,-0.422,"AlfInc",242.673294067383
"62239112010538_ereg_M211",-71.9221,43.5826,-3.525,1096.047,1303.937,690.006,-0.258,"SpodHist",330.109649658203
"62239436010538_ereg_M211",-71.5637,44.0785,-3.88,1228.118,1503.832,341.01,-0.433,"SpodHist",625.422485351562
"62239571010538_ereg_M211",-71.5074,43.9102,-4.6,1604.256,1562.129,0,0.571,"Others",1014.08123779297
"62239784010538_ereg_M211",-71.3849,44.0442,-2.973,1483.329,1726.184,0,-0.031,"SpodHist",626.536560058594
"62240035010538_ereg_M211",-71.4263,44.2058,-9.61,1506.235,1439.936,0,0.009,"Others",1010.69073486328
"62240271010538_ereg_M211",-71.6021,44.217,-5.438,1544.535,1823.055,0,-0.064,"Others",623.482177734375
"62240404010538_ereg_M211",-71.6349,44.0084,-6.075,1291.123,1560.742,337.201,0.287,"SpodHist",483.850769042969
"62240649010538_ereg_M211",-71.8759,43.88,-2.453,1175.925,1516.648,345.494,-0.117,"SpodHist",515.735046386719
"62240778010538_ereg_M211",-71.9434,43.7781,-4.06,1183.463,1230.624,651.959,-0.602,"SpodHist",541.845275878906
"62240890010538_ereg_M211",-71.8903,44.0961,-6.22,1082.336,1524.395,345.293,0.257,"SpodHist",430.907043457031
"62241177010538_ereg_M211",-72.0172,43.9628,-5.625,1192.074,1495.346,354.931,0.087,"SpodHist",477.883605957031
"62241470010538_ereg_M211",-71.4988,44.2344,-9.315,1265.383,1574.58,0,0.525,"SpodHist",682.551208496094
"62241735010538_ereg_M211",-71.6193,42.9757,-0.907,1182.702,800.709,1327.92,-0.011,"AlfInc",233.879531860352
"62241886010538_ereg_M211",-71.6493,42.9305,-1.225,1210.088,763.442,1306.826,0.294,"AlfInc",223.784072875977
"62242626010538_ereg_221",-71.7481,42.8369,0.31,1192.124,823.107,1361.366,-0.085,"SpodHist",156.507537841797
"62242763010538_ereg_221",-71.7307,43.3379,-2.133,1174.742,717.685,1324.015,0.016,"SpodHist",182.369857788086
"62242959010538_ereg_M211",-71.9556,43.2581,-5.373,1228.767,1286.027,754.059,0.051,"SpodHist",220.737594604492
"62243090010538_ereg_M211",-72.0032,43.1974,-2.203,1260.398,1249.603,734.186,0.197,"SpodHist",273.789154052734
"62243237010538_ereg_221",-71.3965,43.0592,-1.17,1094.551,768.888,1432.878,-0.414,"AlfInc",150.622573852539
"62243719010538_ereg_221",-71.535,43.3586,-2.055,1191.025,1560.036,298.39,0.337,"AlfInc",244.449493408203
"62244109010538_ereg_M211",-71.856,43.4807,-1.877,1135.062,987.359,1059.885,-0.117,"SpodHist",515.366821289062
"62244536010538_ereg_221",-70.8599,42.9833,-1.525,1234.337,782.357,1462.544,-0.293,"AlfInc",15.5802593231201
"62244710010538_ereg_221",-71.0909,42.922,-1.262,1184.919,760.7,1405.179,0.361,"AlfInc",59.8752174377441
"62244893010538_ereg_221",-71.2451,42.8107,-1.31,1165.812,829.817,1489.705,0.042,"AlfInc",66.4106369018555
"62245075010538_ereg_221",-71.2908,42.9579,-1.04,1150.199,731.541,1330.005,-0.457,"AlfInc",155.577621459961
"62245662010538_ereg_M211",-72.0125,43.5057,-5.015,1198.965,1534.251,359.463,0.255,"SpodHist",471.442504882812
"62245929010538_ereg_M211",-72.2219,43.4332,-2.355,1065.214,1294.586,618.022,0.067,"SpodHist",352.872711181641
"62246130010538_ereg_M211",-72.2176,43.2227,-2.893,1133.88,1190.598,626.571,0.032,"SpodHist",422.478607177734
"62246245010538_ereg_M211",-72.3326,43.2427,-4.8,1136.024,1161.663,633.901,-0.023,"SpodHist",405.686218261719
"62261421010538_ereg_221",-69.9843,41.8843,3.97,1119.933,1252.925,962.535,0.03,"EntVert",9.98771476745605
"62261569010538_ereg_M211",-73.1519,42.115,-2.613,1273.802,471.637,1507.619,0.233,"SpodHist",487.554412841797
"62261766010538_ereg_M211",-73.1793,42.0664,-3.938,1309.868,462.286,1490.175,0.603,"SpodHist",450.035430908203
"62262315010538_ereg_M211",-73.0937,42.4584,-4.553,1298.017,471.979,1543.725,0.153,"SpodHist",492.026062011719
"62262506010538_ereg_M211",-73.1259,42.4192,-3.883,1267.44,679.865,1284.684,0,"SpodHist",463.379119873047
"62262661010538_ereg_M211",-73.2834,42.3973,-4.22,1199.065,463.4,1526.09,0.477,"AlfInc",369.041198730469
"62263127010538_ereg_221",-71.0174,41.7542,0.375,1275.164,1098.636,1145.72,0.378,"AlfInc",65.4136734008789
"62263258010538_ereg_221",-70.8877,41.7437,4.875,1293.909,1332.59,1118.713,0.168,"AlfInc",24.6200847625732
"62263553010538_ereg_221",-70.9757,41.7747,4.55,1284.32,1045.487,1374.764,0.624,"EntVert",25.2667560577393
"62263770010538_ereg_221",-70.8881,42.7163,3.295,1250.961,1370.515,987.178,-0.013,"EntVert",16.5840702056885
"62263945010538_ereg_221",-71.0244,42.7315,-1.893,1210.918,815.621,1472.315,-0.37,"Others",38.3307876586914
"62264372010538_ereg_221",-72.4291,42.5991,-2.248,1258.383,707.432,1314.439,-0.195,"AlfInc",177.802825927734
"62264525010538_ereg_221",-72.5486,42.4583,-1.85,1200.758,514.999,1727.126,0.454,"Others",206.631637573242
"62264919010538_ereg_221",-72.948,42.1388,0.852,1375.89,1316.065,666.731,-0.049,"SpodHist",371.692352294922
"62265112010538_ereg_221",-72.2738,42.0569,-1.7,1264.873,785.366,1310.261,-0.023,"AlfInc",271.386749267578
"62265214010538_ereg_221",-72.8402,42.0475,-1.48,1272.371,803.412,1299.394,0.16,"AlfInc",217.062759399414
"62265330010538_ereg_221",-72.3924,42.1008,-1,1238.336,592.473,1651.129,0.211,"AlfInc",195.167495727539
"62265425010538_ereg_M211",-73.0593,42.0762,-1.755,1378.485,695.774,1338.539,1,"SpodHist",329.989532470703
"62265650010538_ereg_M211",-72.9681,42.37,-1.375,1357.448,1093.77,953.787,-0.331,"SpodHist",303.055267333984
"62266276010538_ereg_221",-72.7375,42.1991,-1.457,1199.815,545.879,1620.083,0.05,"AlfInc",88.7782363891602
"62266372010538_ereg_M211",-72.8992,42.5015,-2.832,1272.496,703.148,1282.555,0.24,"SpodHist",445.194061279297
"62266745010538_ereg_221",-71.3977,42.5048,3.88,1175.88,1137.359,1304.726,0.16,"AlfInc",78.2157135009766
"62266954010538_ereg_221",-71.0914,42.454,4.838,1227.588,1066.747,1454.731,0.13,"Others",51.8508262634277
"62267068010538_ereg_221",-71.6703,42.6909,2.648,1187.72,1045.285,1206.714,0.342,"AlfInc",142.059646606445
"62267388010538_ereg_221",-71.0557,42.2414,0.575,1244.061,946.505,1606.111,0.168,"Others",48.2977409362793
"62267641010538_ereg_221",-71.0431,42.1355,0.92,1254.946,974.642,1666.989,0.613,"AlfInc",63.0312309265137
"62267728010538_ereg_221",-70.9879,42.0505,6.295,1256.217,1210.677,1634.323,-0.095,"EntVert",34.60986328125
"62268136010538_ereg_221",-70.7295,41.8363,-1.115,1272.508,814.661,1544.422,0.194,"EntVert",29.3796234130859
"62268490010538_ereg_221",-72.108,42.0829,-0.998,1287.276,787.922,1300.588,-0.046,"AlfInc",234.196975708008
"62268744010538_ereg_M211",-72.1447,42.5069,-1.05,1206.928,776.844,1282.259,-0.458,"SpodHist",330.000823974609
"62269052010538_ereg_221",-71.7826,42.0124,0.595,1270.69,857.226,1348.007,-0.13,"AlfInc",205.511383056641
"62269372010538_ereg_221",-71.5854,42.4842,3.27,1207.932,1056.266,1209.44,-0.073,"Others",169.99382019043
"62269711010538_ereg_221",-71.805,42.443,0.095,1260.179,833.86,1375.156,0.245,"EntVert",151.933197021484
"62269852010538_ereg_221",-71.8391,42.3788,2.593,1250.797,1034.275,1170.384,0.339,"EntVert",180.292785644531
"62270268010538_ereg_221",-72.0577,42.3242,-2.945,1216.131,792.121,1321.287,0.19,"AlfInc",284.929473876953
"62270482010538_ereg_221",-71.7284,42.1191,-1.058,1216.809,772.234,1364.079,-0.005,"Others",179.250244140625
"62270607010538_ereg_221",-71.688,41.6054,-0.145,1304.445,737.455,1368.553,0.294,"AlfInc",138.834777832031
"62270722010538_ereg_221",-71.7584,41.6024,0.752,1287.2,861.761,1367.771,-0.384,"AlfInc",128.045181274414
"62270948010538_ereg_221",-71.773,41.7319,0.83,1314.835,826.501,1363.669,0.35,"AlfInc",159.280792236328
"62271709010538_ereg_221",-71.6839,41.3945,1.158,1185.895,871.41,1387.137,0,"AlfInc",28.796745300293
"62271920010538_ereg_221",-71.1857,41.5892,1.447,1226.978,775.809,1376.43,0.373,"AlfInc",46.9878997802734
"62272489010538_ereg_M211",-72.8614,43.9112,-6.372,1265.718,1213.801,645.639,0.055,"SpodHist",540.028259277344
"62272599010538_ereg_M211",-72.9627,43.9145,-8.245,1426.506,1712.258,0,0.249,"Others",914.183410644531
"62272730010538_ereg_M211",-72.8829,44.0634,-6.168,1229.014,1164.844,602.069,0.165,"SpodHist",673.979858398438
"62272936010538_ereg_M211",-73.24,42.9852,-4.035,1179.56,514.702,1574.597,0.218,"AlfInc",514.232238769531
"62273116010538_ereg_M211",-73.0594,43.3017,-6.213,1549.097,1714.064,0,0.599,"SpodHist",769.455261230469
"62273547010538_ereg_M211",-72.9377,43.2065,-7.442,1491.727,1517.809,331.61,0,"SpodHist",571.324768066406
"62273768010538_ereg_M211",-73.1554,43.1332,-7.872,1455.455,1679.732,347.066,-0.359,"AlfInc",557.183654785156
"62273863010538_ereg_M211",-72.9976,42.8455,-3.135,1449.573,1029.822,896.658,0.389,"SpodHist",656.398193359375
"62273992010538_ereg_M211",-73.2509,43.0457,-4.19,1336.176,1187.323,931.233,0.105,"AlfInc",427.702392578125
"62274149010538_ereg_M211",-73.1354,42.9161,-4.565,1341.454,1248.16,628.126,-0.061,"SpodHist",640.73095703125
"62274804010538_ereg_M211",-72.0851,44.3551,-8.328,1012.861,852.922,1022.051,0.142,"AlfInc",273.038757324219
"62274915010538_ereg_M211",-72.2609,44.4426,-8.62,1213.79,1209.153,632.872,-0.455,"AlfInc",526.486328125
"62275173010538_ereg_M211",-72.1606,44.523,-9.897,1306.05,1754.823,0,0.182,"AlfInc",722.5712890625
"62275273010538_ereg_M211",-72.1499,44.2376,-7.89,1091.471,917.24,1053.3,-0.795,"AlfInc",508.878997802734
"62275506010538_ereg_M211",-72.191,44.4367,-7.617,1154.437,1155.76,665.903,-0.281,"AlfInc",633.783081054688
"62275584010538_ereg_M211",-71.9783,44.5585,-8.283,1030.837,664.777,1401.196,0.003,"AlfInc",279.842590332031
"62275752010538_ereg_211",-73.133,44.5124,-5.567,984.556,748.594,1530.15,0.13,"SpodHist",97.8074035644531
"62275865010538_ereg_M211",-72.9045,44.3035,-8.777,1413.202,1581.829,274.42,-0.024,"SpodHist",551.369018554688
"62276374010538_ereg_M211",-71.6402,44.9263,-9.495,1294.301,1273.082,289.945,-0.086,"SpodHist",730.051330566406
"62276521010538_ereg_M211",-71.6266,44.7106,-7.06,1025.589,1497.834,320.278,-0.23,"AlfInc",334.376983642578
"62276662010538_ereg_M211",-71.8037,44.4587,-8.605,1027.613,880.286,1009.265,-0.163,"SpodHist",451.078552246094
"62276765010538_ereg_M211",-71.6635,44.8149,-6.642,1110.126,1209.903,590.538,0.112,"SpodHist",358.615631103516
"62277368010538_ereg_M211",-72.5951,44.9698,-8.885,1456.798,1620.009,328.754,-0.126,"SpodHist",306.281219482422
"62277496010538_ereg_M211",-72.6684,44.8179,-6.062,1484.99,951.336,939.483,-0.062,"SpodHist",571.54296875
"62277888010538_ereg_M211",-72.8079,44.6669,-3.162,1039.526,1621.554,367.762,0.111,"SpodHist",276.873596191406
"62278211010538_ereg_M211",-72.5418,44.7365,-7.7,1275.431,1007.337,968.872,0.125,"SpodHist",401.104248046875
"62278376010538_ereg_M211",-72.6651,44.6576,-3.06,1196.736,1538.047,358.615,-0.376,"SpodHist",266.600158691406
"62278531010538_ereg_M211",-72.7387,44.7014,-3.445,1225.367,1526.04,358.887,0.014,"SpodHist",415.446685791016
"62278627010538_ereg_M211",-72.5514,44.6188,-8.643,1207.73,624.636,1372.102,-0.253,"AlfInc",420.141204833984
"62278970010538_ereg_M211",-72.2428,44.1527,-8.457,1169.937,607.028,1295.463,0.182,"AlfInc",523.348449707031
"62279274010538_ereg_M211",-72.5166,43.939,-8.64,1031.538,667.045,1363.967,-0.239,"AlfInc",553.710693359375
"62279370010538_ereg_M211",-72.3005,44.0852,-7.938,1046.034,1164.693,664.997,-0.49,"AlfInc",365.337280273438
"62279475010538_ereg_M211",-72.7546,43.9759,-8.22,1137.428,658.363,1299.516,0.313,"SpodHist",332.571746826172
"62280215010538_ereg_M211",-71.8914,44.8632,-9.54,1240.22,1167.4,656.375,0.254,"SpodHist",555.179382324219
"62280620010538_ereg_M211",-72.3348,44.7866,-8.91,1150.35,577.957,1291.964,0.184,"SpodHist",343.175415039062
"62280721010538_ereg_M211",-72.4517,44.85,-8.998,1178.675,874.073,1006.099,0.029,"AlfInc",330.367584228516
"62280844010538_ereg_M211",-73.1391,43.5151,1.547,1175.863,1718.505,297.703,0.43,"AlfInc",450.849761962891
"62280962010538_ereg_221",-73.1895,43.3955,-6.663,1060.776,737.686,1358.743,-0.013,"AlfInc",297.850036621094
"62281168010538_ereg_M211",-72.9262,43.4483,-4.015,1283.184,1339.058,657.824,0,"SpodHist",518.294799804688
"62281259010538_ereg_M211",-72.8778,43.8067,-7.32,1300.625,1434.683,325.972,-0.161,"SpodHist",708.596374511719
"62281346010538_ereg_M211",-72.8688,43.5881,-7.233,1484.172,1488.151,324.391,-0.251,"SpodHist",758.023681640625
"62281562010538_ereg_M211",-73.056,43.5118,-8.15,1240.633,1025.043,920.606,0.08,"AlfInc",483.456512451172
"62282379010538_ereg_M211",-72.7633,44.4125,-7.572,1128.992,610.669,1309.515,-0.427,"SpodHist",346.107574462891
"62282555010538_ereg_M211",-72.6746,44.3348,-7.655,1233.041,654.046,1312.507,0.218,"SpodHist",540.94775390625
"62282722010538_ereg_M211",-72.5968,44.3625,-2.293,1178.723,1539.507,358.27,0.071,"SpodHist",389.701995849609
"62283245010538_ereg_M211",-72.703,44.2787,-8.033,1082.396,632.376,1345.746,0.385,"SpodHist",318.453552246094
"62283369010538_ereg_M211",-72.8899,44.1911,-6.322,1345.831,1632.68,250.923,0.645,"SpodHist",344.66796875
"62283443010538_ereg_M211",-72.6164,42.9128,-1.935,1204.247,673.264,1298.923,-0.109,"SpodHist",133.453384399414
"62283588010538_ereg_M211",-72.6476,43.0594,2.2,1154.748,1345.478,676.077,0.205,"SpodHist",373.918548583984
"62283696010538_ereg_M211",-72.5318,43.051,-5.405,1197.361,704.544,1281.368,-0.205,"AlfInc",242.113418579102
"62283743010538_ereg_M211",-72.6062,43.1637,-2.928,1222.411,1025.036,912.878,0.497,"SpodHist",373.657501220703
"62283878010538_ereg_M211",-72.5032,43.0171,-3.133,1141.317,676.994,1336.379,0.174,"AlfInc",186.790084838867
"62284221010538_ereg_M211",-72.8115,43.1303,-2.98,1238.302,981.308,932.721,0.117,"SpodHist",391.086639404297
"62284488010538_ereg_M211",-72.7907,42.8783,-0.125,1422.838,1916.311,0,0.234,"SpodHist",654.475524902344
"62284581010538_ereg_M211",-72.874,42.7631,-6.258,1404.3,674.97,1244.111,0.047,"SpodHist",604.45556640625
"62284972010538_ereg_M211",-72.5242,43.5109,-7.253,1134.682,1032.75,935.468,-0.207,"AlfInc",466.050354003906
"62285474010538_ereg_M211",-72.4634,43.5597,-6.495,1063.693,683.023,1277.969,0.073,"AlfInc",349.239074707031
"62285741010538_ereg_M211",-72.3393,43.7485,-5.025,1038.814,881.404,1054.698,0.518,"AlfInc",341.130767822266
"62285878010538_ereg_M211",-72.4898,43.3247,-4.303,1047.574,448.934,1734.853,-0.397,"AlfInc",297.806030273438
"62286163010538_ereg_M211",-72.7502,43.7417,-4.74,1197.727,1179.39,645.573,0.056,"SpodHist",539.976379394531
"62286382010538_ereg_M211",-72.8093,43.3557,-3.645,1370.203,1459.467,332.572,0.582,"SpodHist",625.308776855469
"62286633010538_ereg_221",-73.1763,41.3522,0.213,1327.205,654.764,1775.404,0.225,"AlfInc",116.149070739746
"62286783010538_ereg_221",-73.314,41.3264,-2.117,1325.503,574.265,1671.99,0.155,"AlfInc",222.774612426758
"62286924010538_ereg_221",-73.6125,41.1171,-1.39,1304.737,557.498,1764.629,0.015,"AlfInc",98.9309234619141
"62287009010538_ereg_221",-72.7844,41.7998,-1.242,1381.919,576.792,1715.379,0.189,"Others",126.077301025391
"62287571010538_ereg_221",-72.9338,41.8884,-2.092,1310.443,764.553,1353.897,-0.032,"AlfInc",316.984893798828
"62287688010538_ereg_221",-73.3266,41.9251,-0.95,1212.996,506.889,1614.759,0.613,"AlfInc",314.661804199219
"62287875010538_ereg_221",-73.2642,41.9308,-3.445,1347.545,505.048,1605.326,-0.33,"AlfInc",365.736480712891
"62288051010538_ereg_M211",-73.4628,42.0042,-4.468,1335.747,487.3,1508.718,0.214,"AlfInc",514.1484375
